Ticker,Date,Open,High,Low,Close
DJUSBK,10/26/2017,453.06,453.06,453.06,453.06
DJUSBK,10/25/2017,449.95,449.95,449.95,449.95
DJUSBK,10/24/2017,451.19,451.19,451.19,451.19
DJUSBK,10/23/2017,446.18,446.18,446.18,446.18
DJUSBK,10/20/2017,447.36,447.36,447.36,447.36
DJUSBK,10/19/2017,440.31,440.31,440.31,440.31
DJUSBK,10/18/2017,438.87,438.87,438.87,438.87
DJUSBK,10/17/2017,436.31,436.31,436.31,436.31
DJUSBK,10/16/2017,438.61,438.61,438.61,438.61
DJUSBK,10/13/2017,434.63,434.63,434.63,434.63
DJUSBK,10/12/2017,436.71,436.71,436.71,436.71
DJUSBK,10/11/2017,442.13,442.13,442.13,442.13
DJUSBK,10/10/2017,443.65,443.65,443.65,443.65
DJUSBK,10/09/2017,441.09,441.09,441.09,441.09
DJUSBK,10/06/2017,443.93,443.93,443.93,443.93
DJUSBK,10/05/2017,443.43,443.43,443.43,443.43
DJUSBK,10/04/2017,437.81,437.81,437.81,437.81
DJUSBK,10/03/2017,441.26,441.26,441.26,441.26
DJUSBK,10/02/2017,440.4,440.4,440.4,440.4
DJUSBK,09/29/2017,436.68,436.68,436.68,436.68
DJUSBK,09/28/2017,434.72,434.72,434.72,434.72
DJUSBK,09/27/2017,433.94,433.94,433.94,433.94
DJUSBK,09/26/2017,426.67,426.67,426.67,426.67
DJUSBK,09/25/2017,426.6,426.6,426.6,426.6
DJUSBK,09/22/2017,428.46,428.46,428.46,428.46
DJUSBK,09/21/2017,429.02,429.02,429.02,429.02
DJUSBK,09/20/2017,427.04,427.04,427.04,427.04
DJUSBK,09/19/2017,423.62,423.62,423.62,423.62
DJUSBK,09/18/2017,419.79,419.79,419.79,419.79
DJUSBK,09/15/2017,413.38,413.38,413.38,413.38
DJUSBK,09/14/2017,411.37,411.37,411.37,411.37
DJUSBK,09/13/2017,413.28,413.28,413.28,413.28
DJUSBK,09/12/2017,410.97,410.97,410.97,410.97
DJUSBK,09/11/2017,403.61,403.61,403.61,403.61
DJUSBK,09/08/2017,395.48,395.48,395.48,395.48
DJUSBK,09/07/2017,394.69,394.69,394.69,394.69
DJUSBK,09/06/2017,402.12,402.12,402.12,402.12
DJUSBK,09/05/2017,401.32,401.32,401.32,401.32
DJUSBK,09/04/2017,411.51,411.51,411.51,411.51
DJUSBK,09/01/2017,411.51,411.51,411.51,411.51
DJUSBK,08/31/2017,408.68,408.68,408.68,408.68
DJUSBK,08/30/2017,409.92,409.92,409.92,409.92
DJUSBK,08/29/2017,408.22,408.22,408.22,408.22
DJUSBK,08/28/2017,410.79,410.79,410.79,410.79
DJUSBK,08/25/2017,412.25,412.25,412.25,412.25
DJUSBK,08/24/2017,411.97,411.97,411.97,411.97
DJUSBK,08/23/2017,410.95,410.95,410.95,410.95
DJUSBK,08/22/2017,410.97,410.97,410.97,410.97
DJUSBK,08/21/2017,406.37,406.37,406.37,406.37
DJUSBK,08/18/2017,407.9,407.9,407.9,407.9
DJUSBK,08/17/2017,408.04,408.04,408.04,408.04
DJUSBK,08/16/2017,416.35,416.35,416.35,416.35
DJUSBK,08/15/2017,418.52,418.52,418.52,418.52
DJUSBK,08/14/2017,418.21,418.21,418.21,418.21
DJUSBK,08/11/2017,410.85,410.85,410.85,410.85
DJUSBK,08/10/2017,413.75,413.75,413.75,413.75
DJUSBK,08/09/2017,422.22,422.22,422.22,422.22
DJUSBK,08/08/2017,424.39,424.39,424.39,424.39
DJUSBK,08/07/2017,424.36,424.36,424.36,424.36
DJUSBK,08/04/2017,425.1,425.1,425.1,425.1
DJUSBK,08/03/2017,421.01,421.01,421.01,421.01
DJUSBK,08/02/2017,424.23,424.23,424.23,424.23
DJUSBK,08/01/2017,424.27,424.27,424.27,424.27
DJUSBK,07/31/2017,420.09,420.09,420.09,420.09
DJUSBK,07/28/2017,416.69,416.69,416.69,416.69
DJUSBK,07/27/2017,419.47,419.47,419.47,419.47
DJUSBK,07/26/2017,420.6,420.6,420.6,420.6
DJUSBK,07/25/2017,425.0,425.0,425.0,425.0
DJUSBK,07/24/2017,417.52,417.52,417.52,417.52
DJUSBK,07/21/2017,414.98,414.98,414.98,414.98
DJUSBK,07/20/2017,417.92,417.92,417.92,417.92
DJUSBK,07/19/2017,418.51,418.51,418.51,418.51
DJUSBK,07/18/2017,417.84,417.84,417.84,417.84
DJUSBK,07/17/2017,419.39,419.39,419.39,419.39
DJUSBK,07/14/2017,421.0,421.0,421.0,421.0
DJUSBK,07/13/2017,424.87,424.87,424.87,424.87
DJUSBK,07/12/2017,422.25,422.25,422.25,422.25
DJUSBK,07/11/2017,423.18,423.18,423.18,423.18
DJUSBK,07/10/2017,426.03,426.03,426.03,426.03
DJUSBK,07/07/2017,427.27,427.27,427.27,427.27
DJUSBK,07/06/2017,425.26,425.26,425.26,425.26
DJUSBK,07/05/2017,428.3,428.3,428.3,428.3
DJUSBK,07/04/2017,426.57,426.57,426.57,426.57
DJUSBK,07/03/2017,426.57,426.57,426.57,426.57
DJUSBK,06/30/2017,420.16,420.16,420.16,420.16
DJUSBK,06/29/2017,420.86,420.86,420.86,420.86
DJUSBK,06/28/2017,413.4,413.4,413.4,413.4
DJUSBK,06/27/2017,405.78,405.78,405.78,405.78
DJUSBK,06/26/2017,402.44,402.44,402.44,402.44
DJUSBK,06/23/2017,400.07,400.07,400.07,400.07
DJUSBK,06/22/2017,401.99,401.99,401.99,401.99
DJUSBK,06/21/2017,404.66,404.66,404.66,404.66
DJUSBK,06/20/2017,408.2,408.2,408.2,408.2
DJUSBK,06/19/2017,412.81,412.81,412.81,412.81
DJUSBK,06/16/2017,408.18,408.18,408.18,408.18
DJUSBK,06/15/2017,409.52,409.52,409.52,409.52
DJUSBK,06/14/2017,412.79,412.79,412.79,412.79
DJUSBK,06/13/2017,412.92,412.92,412.92,412.92
DJUSBK,06/12/2017,411.46,411.46,411.46,411.46
DJUSBK,06/09/2017,410.95,410.95,410.95,410.95
DJUSBK,06/08/2017,400.92,400.92,400.92,400.92
DJUSBK,06/07/2017,394.2,394.2,394.2,394.2
DJUSBK,06/06/2017,389.91,389.91,389.91,389.91
DJUSBK,06/05/2017,391.2,391.2,391.2,391.2
DJUSBK,06/02/2017,391.06,391.06,391.06,391.06
DJUSBK,06/01/2017,393.5,393.5,393.5,393.5
DJUSBK,05/31/2017,388.44,388.44,388.44,388.44
DJUSBK,05/30/2017,394.58,394.58,394.58,394.58
DJUSBK,05/29/2017,399.0,399.0,399.0,399.0
DJUSBK,05/26/2017,399.0,399.0,399.0,399.0
DJUSBK,05/25/2017,400.06,400.06,400.06,400.06
DJUSBK,05/24/2017,401.26,401.26,401.26,401.26
DJUSBK,05/23/2017,402.04,402.04,402.04,402.04
DJUSBK,05/22/2017,397.1,397.1,397.1,397.1
DJUSBK,05/19/2017,396.62,396.62,396.62,396.62
DJUSBK,05/18/2017,392.59,392.59,392.59,392.59
DJUSBK,05/17/2017,391.46,391.46,391.46,391.46
DJUSBK,05/16/2017,407.79,407.79,407.79,407.79
DJUSBK,05/15/2017,406.29,406.29,406.29,406.29
DJUSBK,05/12/2017,403.65,403.65,403.65,403.65
DJUSBK,05/11/2017,405.34,405.34,405.34,405.34
DJUSBK,05/10/2017,408.32,408.32,408.32,408.32
DJUSBK,05/09/2017,406.74,406.74,406.74,406.74
DJUSBK,05/08/2017,408.9,408.9,408.9,408.9
DJUSBK,05/05/2017,407.53,407.53,407.53,407.53
DJUSBK,05/04/2017,408.61,408.61,408.61,408.61
DJUSBK,05/03/2017,407.51,407.51,407.51,407.51
DJUSBK,05/02/2017,403.86,403.86,403.86,403.86
DJUSBK,05/01/2017,405.31,405.31,405.31,405.31
DJUSBK,04/28/2017,401.8,401.8,401.8,401.8
DJUSBK,04/27/2017,406.09,406.09,406.09,406.09
DJUSBK,04/26/2017,409.6,409.6,409.6,409.6
DJUSBK,04/25/2017,408.8,408.8,408.8,408.8
DJUSBK,04/24/2017,404.81,404.81,404.81,404.81
DJUSBK,04/21/2017,394.12,394.12,394.12,394.12
DJUSBK,04/20/2017,397.9,397.9,397.9,397.9
DJUSBK,04/19/2017,390.78,390.78,390.78,390.78
DJUSBK,04/18/2017,391.78,391.78,391.78,391.78
DJUSBK,04/17/2017,394.95,394.95,394.95,394.95
DJUSBK,04/14/2017,387.38,387.38,387.38,387.38
DJUSBK,04/13/2017,387.38,387.38,387.38,387.38
DJUSBK,04/12/2017,393.97,393.97,393.97,393.97
DJUSBK,04/11/2017,398.48,398.48,398.48,398.48
DJUSBK,04/10/2017,399.24,399.24,399.24,399.24
DJUSBK,04/07/2017,401.41,401.41,401.41,401.41
DJUSBK,04/06/2017,403.53,403.53,403.53,403.53
DJUSBK,04/05/2017,400.8,400.8,400.8,400.8
DJUSBK,04/04/2017,405.0,405.0,405.0,405.0
DJUSBK,04/03/2017,406.24,406.24,406.24,406.24
DJUSBK,03/31/2017,407.34,407.34,407.34,407.34
DJUSBK,03/30/2017,412.07,412.07,412.07,412.07
DJUSBK,03/29/2017,405.13,405.13,405.13,405.13
DJUSBK,03/28/2017,407.26,407.26,407.26,407.26
DJUSBK,03/27/2017,401.0,401.0,401.0,401.0
DJUSBK,03/24/2017,402.52,402.52,402.52,402.52
DJUSBK,03/23/2017,401.7,401.7,401.7,401.7
DJUSBK,03/22/2017,400.65,400.65,400.65,400.65
DJUSBK,03/21/2017,401.72,401.72,401.72,401.72
DJUSBK,03/20/2017,418.5,418.5,418.5,418.5
DJUSBK,03/17/2017,423.78,423.78,423.78,423.78
DJUSBK,03/16/2017,428.03,428.03,428.03,428.03
DJUSBK,03/15/2017,426.05,426.05,426.05,426.05
DJUSBK,03/14/2017,427.92,427.92,427.92,427.92
DJUSBK,03/13/2017,427.98,427.98,427.98,427.98
DJUSBK,03/10/2017,428.12,428.12,428.12,428.12
DJUSBK,03/09/2017,429.08,429.08,429.08,429.08
DJUSBK,03/08/2017,427.47,427.47,427.47,427.47
DJUSBK,03/07/2017,427.76,427.76,427.76,427.76
DJUSBK,03/06/2017,429.28,429.28,429.28,429.28
DJUSBK,03/03/2017,432.4,432.4,432.4,432.4
DJUSBK,03/02/2017,429.89,429.89,429.89,429.89
DJUSBK,03/01/2017,438.05,438.05,438.05,438.05
DJUSBK,02/28/2017,424.33,424.33,424.33,424.33
DJUSBK,02/27/2017,425.29,425.29,425.29,425.29
DJUSBK,02/24/2017,422.63,422.63,422.63,422.63
DJUSBK,02/23/2017,427.24,427.24,427.24,427.24
DJUSBK,02/22/2017,427.32,427.32,427.32,427.32
DJUSBK,02/21/2017,427.11,427.11,427.11,427.11
DJUSBK,02/20/2017,424.46,424.46,424.46,424.46
DJUSBK,02/17/2017,424.46,424.46,424.46,424.46
DJUSBK,02/16/2017,425.54,425.54,425.54,425.54
DJUSBK,02/15/2017,426.65,426.65,426.65,426.65
DJUSBK,02/14/2017,421.98,421.98,421.98,421.98
DJUSBK,02/13/2017,414.5,414.5,414.5,414.5
DJUSBK,02/10/2017,409.74,409.74,409.74,409.74
DJUSBK,02/09/2017,409.05,409.05,409.05,409.05
DJUSBK,02/08/2017,402.41,402.41,402.41,402.41
DJUSBK,02/07/2017,406.61,406.61,406.61,406.61
DJUSBK,02/06/2017,408.51,408.51,408.51,408.51
DJUSBK,02/03/2017,411.06,411.06,411.06,411.06
DJUSBK,02/02/2017,400.75,400.75,400.75,400.75
DJUSBK,02/01/2017,403.02,403.02,403.02,403.02
DJUSBK,01/31/2017,402.22,402.22,402.22,402.22
DJUSBK,01/30/2017,405.17,405.17,405.17,405.17
DJUSBK,01/27/2017,409.8,409.8,409.8,409.8
DJUSBK,01/26/2017,411.68,411.68,411.68,411.68
DJUSBK,01/25/2017,409.33,409.33,409.33,409.33
DJUSBK,01/24/2017,401.13,401.13,401.13,401.13
DJUSBK,01/23/2017,395.3,395.3,395.3,395.3
DJUSBK,01/20/2017,397.23,397.23,397.23,397.23
DJUSBK,01/19/2017,394.98,394.98,394.98,394.98
DJUSBK,01/18/2017,396.88,396.88,396.88,396.88
DJUSBK,01/17/2017,393.36,393.36,393.36,393.36
DJUSBK,01/16/2017,407.03,407.03,407.03,407.03
DJUSBK,01/13/2017,407.03,407.03,407.03,407.03
DJUSBK,01/12/2017,403.66,403.66,403.66,403.66
DJUSBK,01/11/2017,407.94,407.94,407.94,407.94
DJUSBK,01/10/2017,405.83,405.83,405.83,405.83
DJUSBK,01/09/2017,402.91,402.91,402.91,402.91
DJUSBK,01/06/2017,405.61,405.61,405.61,405.61
DJUSBK,01/05/2017,404.76,404.76,404.76,404.76
DJUSBK,01/04/2017,410.52,410.52,410.52,410.52
DJUSBK,01/03/2017,407.25,407.25,407.25,407.25
DJUSBK,01/02/2017,402.68,402.68,402.68,402.68
DJUSBK,12/31/2018,386.29,386.29,386.29,386.29
DJUSBK,12/28/2018,383.25,383.25,383.25,383.25
DJUSBK,12/27/2018,382.7,382.7,382.7,382.7
DJUSBK,12/26/2018,380.88,380.88,380.88,380.88
DJUSBK,12/25/2018,363.64,363.64,363.64,363.64
DJUSBK,12/24/2018,363.64,363.64,363.64,363.64
DJUSBK,12/21/2018,372.48,372.48,372.48,372.48
DJUSBK,12/20/2018,381.2,381.2,381.2,381.2
DJUSBK,12/19/2018,382.6,382.6,382.6,382.6
DJUSBK,12/18/2018,389.74,389.74,389.74,389.74
DJUSBK,12/17/2018,392.65,392.65,392.65,392.65
DJUSBK,12/14/2018,395.49,395.49,395.49,395.49
DJUSBK,12/13/2018,399.29,399.29,399.29,399.29
DJUSBK,12/12/2018,404.25,404.25,404.25,404.25
DJUSBK,12/11/2018,402.83,402.83,402.83,402.83
DJUSBK,12/10/2018,407.85,407.85,407.85,407.85
DJUSBK,12/07/2018,417.37,417.37,417.37,417.37
DJUSBK,12/06/2018,425.94,425.94,425.94,425.94
DJUSBK,12/05/2018,433.37,433.37,433.37,433.37
DJUSBK,12/04/2018,433.37,433.37,433.37,433.37
DJUSBK,12/03/2018,455.08,455.08,455.08,455.08
DJUSBK,11/30/2018,453.7,453.7,453.7,453.7
DJUSBK,11/29/2018,449.51,449.51,449.51,449.51
DJUSBK,11/28/2018,452.88,452.88,452.88,452.88
DJUSBK,11/27/2018,445.6,445.6,445.6,445.6
DJUSBK,11/26/2018,445.67,445.67,445.67,445.67
DJUSBK,11/23/2018,436.0,436.0,436.0,436.0
DJUSBK,11/22/2018,439.53,439.53,439.53,439.53
DJUSBK,11/21/2018,439.53,439.53,439.53,439.53
DJUSBK,11/20/2018,440.51,440.51,440.51,440.51
DJUSBK,11/19/2018,449.05,449.05,449.05,449.05
DJUSBK,11/16/2018,448.24,448.24,448.24,448.24
DJUSBK,11/15/2018,448.53,448.53,448.53,448.53
DJUSBK,11/14/2018,439.9,439.9,439.9,439.9
DJUSBK,11/13/2018,447.4,447.4,447.4,447.4
DJUSBK,11/12/2018,444.53,444.53,444.53,444.53
DJUSBK,11/09/2018,452.44,452.44,452.44,452.44
DJUSBK,11/08/2018,456.33,456.33,456.33,456.33
DJUSBK,11/07/2018,454.6,454.6,454.6,454.6
DJUSBK,11/06/2018,450.22,450.22,450.22,450.22
DJUSBK,11/05/2018,448.84,448.84,448.84,448.84
DJUSBK,11/02/2018,445.94,445.94,445.94,445.94
DJUSBK,11/01/2018,445.79,445.79,445.79,445.79
DJUSBK,10/31/2018,443.32,443.32,443.32,443.32
DJUSBK,10/30/2018,436.15,436.15,436.15,436.15
DJUSBK,10/29/2018,431.33,431.33,431.33,431.33
DJUSBK,10/26/2018,425.3,425.3,425.3,425.3
DJUSBK,10/25/2018,429.65,429.65,429.65,429.65
