Effective date ,Dow Jones U.S. Financial Services Index (USD)
3/3/2021,834.96
3/4/2021,824.39
3/5/2021,838.4
3/8/2021,851.21
3/9/2021,845.54
3/10/2021,861.4
3/11/2021,863.89
3/12/2021,872.18
3/15/2021,869.13
3/16/2021,861.76
3/17/2021,865.97
3/18/2021,865.42
3/19/2021,850.69
3/22/2021,840.85
3/23/2021,828.12
3/24/2021,830.62
3/25/2021,842.44
3/26/2021,858.37
3/29/2021,847.45
3/30/2021,852.37
3/31/2021,846.67
4/1/2021,859.78
4/5/2021,865.57
4/6/2021,864.05
4/7/2021,867.47
4/8/2021,870.56
4/9/2021,877.53
4/12/2021,879.72
4/13/2021,870.6
4/14/2021,876.86
4/15/2021,878.4
4/16/2021,882.8
4/19/2021,880.09
4/20/2021,861.92
4/21/2021,874.96
4/22/2021,867.14
4/23/2021,885.42
4/26/2021,890.56
4/27/2021,897.01
4/28/2021,902.2
4/29/2021,915.13
4/30/2021,903.23
5/3/2021,904.54
5/4/2021,909.45
5/5/2021,914.16
5/6/2021,924.57
5/7/2021,929.14
5/10/2021,921.97
5/11/2021,911.3
5/12/2021,895.5
5/13/2021,912.08
5/14/2021,926.9
5/17/2021,928.7
5/18/2021,916.39
5/19/2021,910.82
5/20/2021,913.37
5/21/2021,922.36
5/24/2021,927.6
5/25/2021,918.99
5/26/2021,920.98
5/27/2021,930.12
5/28/2021,930.16
6/1/2021,935.36
6/2/2021,938.58
6/3/2021,938.18
6/4/2021,941.23
6/7/2021,938.68
6/8/2021,938.04
6/9/2021,928.7
6/10/2021,920.2
6/11/2021,926.16
6/14/2021,917.62
6/15/2021,919.62
6/16/2021,918.97
6/17/2021,897.64
6/18/2021,877.97
6/21/2021,899.48
6/22/2021,902
6/23/2021,904.75
6/24/2021,915.34
6/25/2021,925.82
6/28/2021,916.31
6/29/2021,913.83
6/30/2021,915.62
7/1/2021,922.67
7/2/2021,923.43
7/6/2021,910.7
7/7/2021,909.77
7/8/2021,893.74
7/9/2021,917.49
7/12/2021,927.08
7/13/2021,920.61
7/14/2021,918.7
7/15/2021,922.81
7/16/2021,909.27
7/19/2021,880.51
7/20/2021,902.29
7/21/2021,918.07
7/22/2021,910.73
7/23/2021,915.99
7/26/2021,920.86
7/27/2021,919.37
7/28/2021,917.89
7/29/2021,927.62
7/30/2021,920.13
8/2/2021,914.43
8/3/2021,919.43
8/4/2021,915.84
8/5/2021,928.06
8/6/2021,944.47
8/9/2021,944.39
8/10/2021,950.94
8/11/2021,958.37
8/12/2021,957.69
8/13/2021,952.1
8/16/2021,949.94
8/17/2021,940.39
8/18/2021,929.07
8/19/2021,920.53
8/20/2021,926.27
8/23/2021,936.32
8/24/2021,943.63
8/25/2021,953.5
8/26/2021,947.98
8/27/2021,961.44
8/30/2021,947.15
8/31/2021,944.07
9/1/2021,939.88
9/2/2021,938.59
9/3/2021,934.81
9/7/2021,932.29
9/8/2021,930.27
9/9/2021,932.48
9/10/2021,924.72
9/13/2021,934.04
9/14/2021,921.2
9/15/2021,930.2
9/16/2021,929.34
9/17/2021,924.56
9/20/2021,902.15
9/21/2021,901.99
9/22/2021,917.03
9/23/2021,943.45
9/24/2021,950.12
9/27/2021,961.45
9/28/2021,944.9
9/29/2021,945.98
9/30/2021,930.64
10/1/2021,948.97
10/4/2021,937.77
10/5/2021,950.97
10/6/2021,952.89
10/7/2021,960.58
10/8/2021,964.61
10/11/2021,951.75
10/12/2021,949.94
10/13/2021,944.02
10/14/2021,959.98
10/15/2021,978.2
10/18/2021,981.33
10/19/2021,990.93
10/20/2021,995.78
10/21/2021,992.13
10/22/2021,1005.01
10/25/2021,1005.63
10/26/2021,1005.92
10/27/2021,977.81
10/28/2021,986.84
10/29/2021,986.31
11/1/2021,990.35
11/2/2021,990.24
11/3/2021,994.97
11/4/2021,984.8
11/5/2021,990.6
11/8/2021,996.18
11/9/2021,988.89
11/10/2021,988.27
11/11/2021,989.57
11/12/2021,993.23
11/15/2021,993.4
11/16/2021,994.9
11/17/2021,979.72
11/18/2021,973.7
11/19/2021,960.95
11/22/2021,965.11
11/23/2021,980.13
11/24/2021,983.17
11/26/2021,946.61
11/29/2021,950.84
11/30/2021,927.44
12/1/2021,914.77
12/2/2021,943.68
12/3/2021,927.16
12/6/2021,942.1
12/7/2021,961.78
12/8/2021,958.38
12/9/2021,955.73
12/10/2021,956.48
12/13/2021,941.17
12/14/2021,942.68
12/15/2021,947.65
12/16/2021,956.49
12/17/2021,937.17
12/20/2021,916.91
12/21/2021,940.61
12/22/2021,948.52
12/23/2021,954.73
12/27/2021,962.51
12/28/2021,961.52
12/29/2021,958.9
12/30/2021,956.77
12/31/2021,955.01
1/3/2022,971.42
1/4/2022,993.88
1/5/2022,976.94
1/6/2022,990.24
1/7/2022,996.5
1/10/2022,990.69
1/11/2022,1002.04
1/12/2022,1002.86
1/13/2022,997.79
1/14/2022,986.94
1/18/2022,963.41
1/19/2022,947.99
1/20/2022,942.88
1/21/2022,919.92
1/24/2022,918.05
1/25/2022,919.44
1/26/2022,923.76
1/27/2022,919.38
1/28/2022,943.05
1/31/2022,953.71
2/1/2022,971.77
2/2/2022,975.65
2/3/2022,962.24
2/4/2022,974.79
2/7/2022,975.89
2/8/2022,986.45
2/9/2022,995.43
2/10/2022,984.51
2/11/2022,967.28
2/14/2022,959.91
2/15/2022,976.16
2/16/2022,977.44
2/17/2022,948.73
2/18/2022,944.74
2/22/2022,939.11
2/23/2022,920.7
2/24/2022,913.7
2/25/2022,938.8
2/28/2022,923.52
3/1/2022,883.85
3/2/2022,904.57
3/3/2022,896.3
3/4/2022,871.5
3/7/2022,829.47
3/8/2022,829.21
3/9/2022,864.07
3/10/2022,855.41
3/11/2022,847.28
3/14/2022,855.88
3/15/2022,868.13
3/16/2022,899.41
3/17/2022,906.91
3/18/2022,914.33
3/21/2022,906.68
3/22/2022,924.06
3/23/2022,902.43
3/24/2022,909.36
3/25/2022,916.82
3/28/2022,914.5
3/29/2022,927.84
3/30/2022,913.8
3/31/2022,892.25
4/1/2022,892.3
4/4/2022,894.23
4/5/2022,883.36
4/6/2022,869.03
4/7/2022,863.53
4/8/2022,869.9
4/11/2022,863.84
4/12/2022,853.89
4/13/2022,859
4/14/2022,849.34
4/18/2022,853.59
4/19/2022,870.76
4/20/2022,876.46
4/21/2022,860.23
4/22/2022,833.57
4/25/2022,836.67
4/26/2022,811.39
4/27/2022,818.11
4/28/2022,834.23
4/29/2022,804.93
5/2/2022,808.41
5/3/2022,817.32
5/4/2022,842.62
5/5/2022,813.67
5/6/2022,803.68
5/9/2022,777.69
5/10/2022,770.76
5/11/2022,763.52
5/12/2022,758.34
5/13/2022,774.77
5/16/2022,766.33
5/17/2022,791.11
5/18/2022,769.47
5/19/2022,765.27
5/20/2022,767.89
5/23/2022,795.51
5/24/2022,788.47
5/25/2022,798.22
5/26/2022,819
5/27/2022,833.56
5/31/2022,831.52
6/1/2022,818.01
6/2/2022,833.1
6/3/2022,820.48
6/6/2022,822.19
6/7/2022,828.59
6/8/2022,815.35
6/9/2022,792.36
6/10/2022,760.39
6/13/2022,733.29
6/14/2022,728.42
6/15/2022,739.26
6/16/2022,717.06
6/17/2022,720.82
6/21/2022,736.49
6/22/2022,734.75
6/23/2022,734.27
6/24/2022,762.71
6/27/2022,758.01
6/28/2022,748.51
6/29/2022,744.07
6/30/2022,733.05
7/1/2022,742.77
7/5/2022,743.57
7/6/2022,739.67
7/7/2022,752.73
7/8/2022,750.56
7/11/2022,744.84
7/12/2022,741.45
7/13/2022,734.33
7/14/2022,724.89
7/15/2022,753.55
7/18/2022,751.54
7/19/2022,776.11
7/20/2022,779.46
7/21/2022,785.85
7/22/2022,779.24
7/25/2022,783.14
7/26/2022,770.43
7/27/2022,781.33
7/28/2022,790.21
7/29/2022,798.2
8/1/2022,794.82
8/2/2022,784.11
8/3/2022,796.68
8/4/2022,797.55
8/5/2022,804.53
8/8/2022,800.39
8/9/2022,799.81
8/10/2022,821.07
8/11/2022,827.15
8/12/2022,838.78
8/15/2022,842
8/16/2022,846.2
8/17/2022,838.98
8/18/2022,839.97
8/19/2022,822.83
8/22/2022,805.68
8/23/2022,801.89
8/24/2022,803.97
8/25/2022,817.11
8/26/2022,788.99
8/29/2022,782.69
8/30/2022,780.41
8/31/2022,774.34
9/1/2022,775.74
9/2/2022,769.55
9/6/2022,767.49
9/7/2022,781.97
9/8/2022,795.85
9/9/2022,805.93
9/12/2022,812.87
9/13/2022,780.46
9/14/2022,778.92
9/15/2022,779.75
9/16/2022,771.31
9/19/2022,777.93
9/20/2022,766.55
9/21/2022,750.16
9/22/2022,735.05
9/23/2022,721.14
9/26/2022,709.47
9/27/2022,703.76
9/28/2022,717.3
9/29/2022,706.85
9/30/2022,699.19
10/3/2022,718.54
10/4/2022,748.22
10/5/2022,743.02
10/6/2022,732.2
10/7/2022,715.24
10/10/2022,709.76
10/11/2022,696.92
10/12/2022,696.7
10/13/2022,724.3
10/14/2022,711.83
10/17/2022,731.42
10/18/2022,743.11
10/19/2022,728.55
10/20/2022,720.06
10/21/2022,739.19
10/24/2022,746.5
10/25/2022,762.27
10/26/2022,769.85
10/27/2022,774.91
10/28/2022,791.12
10/31/2022,785.65
11/1/2022,791.04
11/2/2022,777.71
11/3/2022,766.74
11/4/2022,783.7
11/7/2022,792.26
11/8/2022,796.6
11/9/2022,778.61
11/10/2022,825.82
11/11/2022,833.17
11/14/2022,818.9
11/15/2022,822.73
11/16/2022,815.41
11/17/2022,809.14
11/18/2022,813.53
11/21/2022,812.38
11/22/2022,821.8
11/23/2022,825.98
11/25/2022,829.76
11/28/2022,813.91
11/29/2022,817.71
11/30/2022,835.88
12/1/2022,830.88
12/2/2022,825.99
12/5/2022,802.53
12/6/2022,791.21
12/7/2022,787.77
12/8/2022,790.55
12/9/2022,788.18
12/12/2022,800.96
12/13/2022,802.13
12/14/2022,792.3
12/15/2022,773.75
12/16/2022,768.06
12/19/2022,764.43
12/20/2022,765.18
12/21/2022,777.21
12/22/2022,769.96
12/23/2022,773.73
12/27/2022,773.11
12/28/2022,769.63
12/29/2022,782.03
12/30/2022,780.31
1/3/2023,782.72
1/4/2023,797.09
1/5/2023,788.49
1/6/2023,809.24
1/9/2023,811.37
1/10/2023,817.85
1/11/2023,826.07
1/12/2023,831.19
1/13/2023,836.3
1/17/2023,833.33
1/18/2023,818.26
1/19/2023,808.76
1/20/2023,825.41
1/23/2023,835.96
1/24/2023,834.45
1/25/2023,840.76
1/26/2023,845.6
1/27/2023,851.52
1/30/2023,844.93
1/31/2023,856.27
2/1/2023,861.54
2/2/2023,866.77
2/3/2023,867.27
2/6/2023,862.56
2/7/2023,871.57
2/8/2023,865.88
2/9/2023,854.2
2/10/2023,854.47
2/13/2023,863.86
2/14/2023,863.12
2/15/2023,864.41
2/16/2023,853.29
2/17/2023,851.74
2/21/2023,833.41
2/22/2023,830.66
2/23/2023,833.21
2/24/2023,831.65
2/27/2023,831.96
2/28/2023,832.97
3/1/2023,828.98
3/2/2023,824.16
3/3/2023,838.9
3/6/2023,838.98
3/7/2023,816.65
3/8/2023,814.69
3/9/2023,778.93
3/10/2023,759.53
3/13/2023,728.6
3/14/2023,745.7
3/15/2023,729.18
3/16/2023,739.04
3/17/2023,719.68
3/20/2023,724.39
3/21/2023,747.45
3/22/2023,727.98
3/23/2023,723.07
3/24/2023,720.81
3/27/2023,733.23
3/28/2023,732.29
3/29/2023,743.66
3/30/2023,740.01
3/31/2023,749.6
4/3/2023,748.49
4/4/2023,738.69
4/5/2023,734.72
4/6/2023,735.8
4/10/2023,739.08
4/11/2023,747.1
4/12/2023,744.14
4/13/2023,752.52
4/14/2023,763.36
4/17/2023,771.62
4/18/2023,774.51
4/19/2023,778.87
4/20/2023,774.09
4/21/2023,769.94
4/24/2023,766.82
4/25/2023,748.66
4/26/2023,741.59
4/27/2023,753.04
4/28/2023,763.13
5/1/2023,759.34
5/2/2023,738.69
5/3/2023,728.48
,
,
,
"PERFORMANCE DISCLOSURE

Source: S&P Dow Jones Indices LLC.

The launch date of the Dow Jones U.S. Financial Services Index (USD) was December 31, 2000. 

All information presented prior to an index’s Launch Date is hypothetical (back-tested), not actual performance, and is based on the index methodology in effect on the index launch date. However, when creating back-tested history for periods of market anomalies or other periods that do not reflect the general current market environment, index methodology rules may be relaxed to capture a large enough universe of securities to simulate the target market the index is designed to measure or strategy the index is designed to capture. For example, market capitalization and liquidity thresholds may be reduced. In addition, forks have not been factored into the back-test data with respect to the S&P Cryptocurrency Indices. For the S&P Cryptocurrency Top 5 & 10 Equal Weight Indices, the custody element of the methodology was not considered; the back-test history is based on the index constituents that meet the custody element as of the Launch Date. Complete index methodology details are available at www.spglobal.com/spdji/en/.  Back-tested performance reflects application of an index methodology and selection of index constituents with the benefit of hindsight and knowledge of factors that may have positively affected its performance, cannot account for all financial risk that may affect results and may be considered to reflect survivor/look ahead bias. Actual returns may differ significantly from, and be lower than, back-tested returns. Past performance is not an indication or guarantee of future results.

Please refer to the methodology for the Index for more details about the index, including the manner in which it is rebalanced, the timing of such rebalancing, criteria for additions and deletions, as well as all index calculations. Back-tested performance is for use with institutions only; not for use with retail investors.

S&P Dow Jones Indices defines various dates to assist our clients in providing transparency. The First Value Date is the first day for which there is a calculated value (either live or back-tested) for a given index. The Base Date is the date at which the index is set to a fixed value for calculation purposes. The Launch Date designates the date when the values of an index are first considered live: index values provided for any date or time period prior to the index’s Launch Date are considered back-tested. S&P Dow Jones Indices defines the Launch Date as the date by which the values of an index are known to have been released to the public, for example via the company’s public website or its data feed to external parties. For Dow Jones-branded indices introduced prior to May 31, 2013, the Launch Date (which prior to May 31, 2013, was termed “Date of introduction”) is set at a date upon which no further changes were permitted to be made to the index methodology, but that may have been prior to the Index’s public release date.

Typically, when S&P DJI creates back-tested index data, S&P DJI uses actual historical constituent-level data (e.g., historical price, market capitalization, and corporate action data) in its calculations. As ESG investing is still in early stages of development, certain datapoints used to calculate S&P DJI’s ESG indices may not be available for the entire desired period of back-tested history. The same data availability issue could be true for other indices as well. In cases when actual data is not available for all relevant historical periods, S&P DJI may employ a process of using “Backward Data Assumption” (or pulling back) of ESG data for the calculation of back-tested historical performance. “Backward Data Assumption” is a process that applies the earliest actual live data point available for an index constituent company to all prior historical instances in the index performance. For example, Backward Data Assumption inherently assumes that companies currently not involved in a specific business activity (also known as “product involvement”) were never involved historically and similarly also assumes that companies currently involved in a specific business activity were involved historically too. The Backward Data Assumption allows the hypothetical back-test to be extended over more historical years than would be feasible using only actual data. For more information on “Backward Data Assumption” please refer to the FAQ https://www.spglobal.com/spdji/en/education/article/faq-esg-back-testing-backward-data-assumption-overview/. The methodology and factsheets of any index that employs backward assumption in the back-tested history will explicitly state so. The methodology will include an Appendix with a table setting forth the specific data points and relevant time period for which backward projected data was used. 

Index returns shown do not represent the results of actual trading of investable assets/securities. S&P Dow Jones Indices maintains the index and calculates the index levels and performance shown or discussed but does not manage actual assets. Index returns do not reflect payment of any sales charges or fees an investor may pay to purchase the securities underlying the Index or investment funds that are intended to track the performance of the Index. The imposition of these fees and charges would cause actual and back-tested performance of the securities/fund to be lower than the Index performance shown. As a simple example, if an index returned 10% on a US $100,000 investment for a 12-month period (or US $10,000) and an actual asset-based fee of 1.5% was imposed at the end of the period on the investment plus accrued interest (or US $1,650), the net return would be 8.35% (or US $8,350) for the year. Over a three-year period, an annual 1.5% fee taken at year end with an assumed 10% return per year would result in a cumulative gross return of 33.10%, a total fee of US $5,375, and a cumulative net return of 27.2% (or US $27,200).


GENERAL DISCLAIMER

© 2023 S&P Dow Jones Indices. All rights reserved. Redistribution or reproduction in whole or in part is prohibited without written permission. S&P, S&P 500, US 500, The 500, iBoxx, CDX, iTraxx are trademarks of S&P Global, Inc. or its affiliates; DOW JONES is a registered trademark of Dow Jones Trademark Holdings LLC; and these trademarks have been licensed to S&P Dow Jones Indices. S&P Dow Jones Indices LLC, Dow Jones, S&P and their respective affiliates (“S&P Dow Jones Indices”) and third party licensors makes no representation or warranty, express or implied, as to the ability of any index to accurately represent the asset class or market sector that it purports to represent and S&P Dow Jones Indices and its third party licensors shall have no liability for any errors, omissions, or interruptions of any index or the data included therein. Past performance of an index is not an indication or guarantee of future results. This document does not constitute an offer of any services. Except for certain custom index calculation services, all information provided by S&P Dow Jones Indices is general in nature and not tailored to the needs of any person, entity or group of persons. S&P Dow Jones Indices receives compensation in connection with licensing its indices to third parties and providing custom calculation services. It is not possible to invest directly in an index. Exposure to an asset class represented by an index may be available through investable instruments offered by third parties that are based on that index. S&P Dow Jones Indices does not sponsor, endorse, sell, promote or manage any investment fund or other investment product or vehicle that seeks to provide an investment return based on the performance of any Index. S&P Dow Jones Indices LLC is not an investment or tax advisor. S&P Dow Jones Indices makes no representation regarding the advisability of investing in any such investment fund or other investment product or vehicle. A tax advisor should be consulted to evaluate the impact of any tax-exempt securities on portfolios and the tax consequences of making any particular investment decision. Credit-related information and other analyses, including ratings, are generally provided by licensors and/or affiliates of S&P Dow Jones Indices. Any credit-related information and other related analyses and statements are opinions as of the date they are expressed and are not statements of fact. S&P Dow Jones Indices LLC is analytically separate and independent from any other analytical department. For more information on any of our indices please visit www.spglobal.com/spdji/en/.",
